51,2,55550072,20160209,1029,"11:15",1029,"11:15",1029,"11:15",1029,1029
51,6,55550072,20160209,1009,"14:02",1009,"14:02",1009,"14:02",1009,1009
54,2,18002646,20160210,1029,"09:57",1029,"09:57",1029,"09:57",1029,1029
54,6,18002646,20160210,999,"14:40",999,"14:40",999,"14:40",999,999
56,2,55550200,20160209,1029,"20:00",1029,"20:00",1029,"20:00",1029,1029
56,6,55550200,20160209,1019,"18:07",1019,"18:07",1019,"18:07",1019,1019
57,2,55552000,20160209,1029,"14:23",1029,"14:23",1029,"14:23",1029,1029
57,6,55552000,20160209,1019,"15:41",1019,"15:41",1019,"15:41",1019,1019
60,5,31314126,20160210,1119,"17:22",1119,"17:22",1119,"17:22",1119,1119
64,6,10013001,20160210,1019,"17:19",1019,"17:19",1019,"17:19",1019,1019
66,1,56001077,20160209,1119,"12:51",1119,"12:51",1119,"12:51",1119,1119
66,2,56001077,20160209,1029,"10:44",1029,"10:44",1029,"10:44",1029,1029
66,5,56001077,20160209,1119,"22:32",1119,"22:32",1119,"22:32",1119,1119
66,6,56001077,20160209,1029,"23:00",1029,"23:00",1029,"23:00",1029,1029
68,2,6860001,20160210,1049,"13:23",1049,"14:32",1049,"14:32",1049,1049
68,6,6860001,20160210,1059,"11:14",1079,"14:35",1079,"14:35",1079,1069
72,2,56772285,20160209,1039,"13:04",1039,"13:04",1039,"13:04",1039,1039
72,6,56772285,20160209,1029,"14:54",1029,"14:54",1029,"14:54",1029,1029
73,6,56772284,20160209,1029,"20:32",1029,"20:32",1029,"20:32",1029,1029
76,2,2089010,20160210,1029,"13:00",1029,"13:00",1029,"13:00",1029,1029
76,5,2089010,20160210,1119,"17:52",1119,"17:52",1119,"17:52",1119,1119
76,6,2089010,20160210,1029,"13:42",1029,"13:42",1029,"13:42",1029,1029
77,2,22213001,20160209,1039,"18:46",1039,"14:30",1039,"18:46",1039,1039
77,6,22213001,20160209,1029,"18:17",1029,"14:41",1029,"18:17",1029,1029
79,6,11240001,20160210,1009,"17:25",1009,"17:25",1009,"17:25",1009,1009
80,6,9970205,20160210,1009,"17:23",1009,"17:23",1009,"17:23",1009,1009
81,2,56772444,20160209,999,"19:04",999,"19:04",999,"19:04",999,999
81,6,56772444,20160209,999,"17:55",999,"17:55",999,"17:55",999,999
85,2,55551991,20160209,1019,"06:52",1019,"06:52",1019,"06:52",1019,1019
85,6,55551991,20160209,1019,"23:23",1019,"23:23",1019,"23:23",1019,1019
86,5,2089035,20160210,1119,"08:23",1119,"08:23",1119,"08:23",1119,1119
86,6,2089035,20160210,1029,"17:56",1029,"17:56",1029,"17:56",1029,1029
87,2,2089034,20160210,1029,"20:27",1029,"20:27",1029,"20:27",1029,1029
87,5,2089034,20160210,1119,"15:01",1119,"15:01",1119,"15:01",1119,1119
87,6,2089034,20160210,1029,"19:11",1029,"19:11",1029,"19:11",1029,1029
89,2,50509570,20160210,1019,"14:32",1019,"14:32",1019,"14:32",1019,1019
89,6,50509570,20160210,1019,"18:45",1019,"18:45",1019,"18:45",1019,1019
96,1,56772443,20160209,1119,"20:34",1119,"20:34",1119,"20:34",1119,1119
96,6,56772443,20160209,1029,"15:58",1029,"15:58",1029,"15:58",1029,1029
97,2,9970250,20160210,1029,"15:06",1029,"15:06",1029,"15:06",1029,1029
97,6,9970250,20160210,1029,"18:06",1029,"18:06",1029,"18:06",1029,1029
99,2,8720001,20160210,1019,"11:53",1019,"11:53",1019,"11:53",1019,1019
99,6,8720001,20160210,999,"15:20",999,"15:20",999,"15:20",999,999
100,2,74932066,20160210,999,"18:26",999,"18:26",999,"18:26",999,999
100,6,74932066,20160210,989,"17:32",989,"17:32",989,"17:32",989,989
101,1,56001327,20160209,1109,"09:29",1109,"09:29",1109,"09:29",1109,1109
101,2,56001327,20160209,1019,"16:31",1019,"16:31",1019,"16:31",1019,1019
101,5,56001327,20160209,1089,"14:01",1089,"14:01",1089,"14:01",1089,1089
101,6,56001327,20160209,999,"19:02",999,"19:05",999,"19:05",999,999
104,6,11698055,20160210,997,"06:48",997,"06:48",997,"06:48",997,997
106,1,55550190,20160209,1099,"13:02",1099,"13:02",1099,"13:02",1099,1099
106,6,55550190,20160209,1009,"22:13",1009,"22:13",1009,"22:13",1009,1009
108,2,70494307,20160210,997,"21:12",997,"21:12",997,"21:12",997,997
108,6,70494307,20160210,977,"18:35",977,"18:35",977,"18:35",977,977
110,2,56772399,20160209,1019,"21:16",1019,"12:55",1019,"21:16",1019,1019
110,5,56772399,20160209,1159,"14:11",1159,"14:11",1159,"14:11",1159,1159
110,6,56772399,20160209,999,"17:31",999,"17:31",999,"17:31",999,999
111,6,11700432,20160210,999,"20:49",999,"20:49",999,"20:49",999,999
114,6,7342001,20160210,1009,"21:27",1009,"21:27",1009,"21:27",1009,1009
115,2,55550178,20160209,1009,"14:58",1009,"14:58",1009,"14:58",1009,1009
115,6,55550178,20160209,1009,"19:27",1009,"19:27",1009,"19:27",1009,1009
116,6,55550102,20160210,1029,"13:25",1029,"13:25",1029,"13:25",1029,1029
120,1,56001737,20160209,1109,"17:25",1109,"17:25",1109,"17:25",1109,1109
120,5,56001737,20160209,1099,"20:18",1099,"20:18",1099,"20:18",1099,1099
120,6,56001737,20160209,1009,"18:25",1009,"18:25",1009,"18:25",1009,1009
121,1,55550189,20160210,1129,"20:15",1129,"20:15",1129,"20:15",1129,1129
121,2,55550189,20160210,1029,"17:46",1029,"17:45",1029,"22:13",1029,1029
121,6,55550189,20160210,1029,"13:36",1029,"13:36",1029,"13:36",1029,1029
122,2,2089083,20160210,1029,"18:31",1029,"18:31",1029,"18:31",1029,1029
122,6,2089083,20160210,1029,"18:16",1029,"18:16",1029,"18:16",1029,1029
125,1,56772327,20160209,1109,"11:15",1109,"11:15",1109,"11:15",1109,1109
125,2,56772327,20160209,1019,"13:59",1019,"13:59",1019,"13:59",1019,1019
125,6,56772327,20160209,1019,"18:45",1019,"18:45",1019,"18:45",1019,1019
127,2,50509573,20160210,1029,"18:45",1029,"18:45",1029,"18:45",1029,1029
127,5,50509573,20160210,1129,"15:54",1129,"10:59",1129,"15:54",1129,1129
127,6,50509573,20160210,1029,"20:53",1029,"20:53",1029,"20:53",1029,1029
129,2,55550163,20160209,1019,"17:39",1019,"17:39",1019,"17:39",1019,1019
129,6,55550163,20160209,1019,"12:31",1019,"12:31",1019,"12:31",1019,1019
130,2,50509585,20160210,1029,"16:24",1029,"16:24",1029,"16:24",1029,1029
130,6,50509585,20160210,1029,"21:09",1029,"21:09",1029,"21:09",1029,1029
132,5,2089358,20160210,1119,"13:01",1119,"13:01",1119,"13:01",1119,1119
132,6,2089358,20160210,1029,"19:25",1029,"19:25",1029,"19:25",1029,1029
135,6,11700836,20160210,1009,"18:20",1009,"18:20",1009,"18:20",1009,1009
136,2,294417,20160210,1039,"12:26",1039,"12:26",1039,"12:26",1039,1039
136,6,294417,20160210,999,"16:11",999,"16:11",999,"16:11",999,999
137,6,56001748,20160209,999,"18:03",999,"19:14",999,"19:14",999,999
138,2,74931507,20160210,999,"11:48",999,"11:48",999,"11:48",999,999
138,6,74931507,20160210,999,"23:18",999,"23:18",999,"23:18",999,999
140,6,8308001,20160210,1009,"16:19",1009,"16:19",1009,"16:19",1009,1009
142,2,56001210,20160209,1009,"18:18",1009,"18:18",1009,"18:18",1009,1009
142,6,56001210,20160209,999,"11:55",999,"11:55",999,"11:55",999,999
148,2,56772302,20160209,1019,"18:15",1019,"18:15",1019,"18:15",1019,1019
148,6,56772302,20160209,1019,"21:42",1019,"21:42",1019,"21:42",1019,1019
151,2,81000015,20160210,1019,"11:56",1019,"11:56",1019,"11:56",1019,1019
151,6,81000015,20160210,999,"17:29",1009,"06:52",999,"17:29",1009,1005
156,1,55550191,20160210,1109,"09:27",1109,"09:27",1109,"09:27",1109,1109
156,2,55550191,20160210,1009,"18:57",1009,"18:57",1009,"18:57",1009,1009
156,6,55550191,20160210,999,"19:59",999,"19:59",999,"19:59",999,999
157,2,56001307,20160209,1019,"18:44",1019,"18:44",1019,"18:44",1019,1019
157,5,56001307,20160209,1109,"06:22",1109,"06:22",1109,"06:22",1109,1109
157,6,56001307,20160209,1019,"08:48",1019,"08:48",1019,"08:48",1019,1019
161,2,2090030,20160210,1019,"22:05",1019,"22:05",1019,"22:05",1019,1019
161,6,2090030,20160210,1019,"12:05",1019,"12:05",1019,"12:05",1019,1019
162,2,7590001,20160210,1029,"09:08",1029,"09:08",1029,"09:08",1029,1029
162,6,7590001,20160210,1009,"16:24",1009,"16:24",1009,"16:24",1009,1009
163,2,56001349,20160209,1019,"16:38",1019,"16:38",1019,"16:38",1019,1019
163,6,56001349,20160209,1009,"22:30",1009,"22:30",1009,"22:30",1009,1009
164,2,2089456,20160210,1029,"09:58",1029,"09:58",1029,"09:58",1029,1029
164,5,2089456,20160210,1109,"10:04",1109,"10:04",1109,"10:04",1109,1109
164,6,2089456,20160210,1019,"21:11",1019,"21:11",1019,"21:11",1019,1019
165,2,55552285,20160210,1019,"17:25",1019,"17:25",1019,"17:25",1019,1019
168,2,55550001,20160210,1009,"09:36",1009,"09:36",1009,"09:36",1009,1009
168,6,55550001,20160210,999,"20:17",999,"20:17",999,"20:17",999,999
169,6,56772513,20160209,1019,"10:07",1019,"10:07",1019,"10:07",1019,1019
170,2,56001301,20160209,1019,"06:47",1019,"06:47",1019,"06:47",1019,1019
170,6,56001301,20160209,999,"17:24",999,"17:24",999,"17:24",999,999
171,1,55550051,20160210,1099,"10:36",1099,"10:36",1099,"10:36",1099,1099
171,2,55550051,20160210,999,"18:26",999,"18:26",999,"18:26",999,999
171,6,55550051,20160210,999,"11:40",999,"11:40",999,"11:40",999,999
172,2,75198991,20160210,999,"17:22",999,"17:22",999,"17:22",999,999
172,6,75198991,20160210,977,"19:37",977,"19:37",977,"19:37",977,977
176,2,56772500,20160209,1029,"16:28",1029,"16:27",1029,"16:28",1029,1029
176,6,56772500,20160209,1019,"13:08",1029,"19:09",1029,"19:09",1019,1022
179,1,55550254,20160210,1119,"18:37",1119,"18:37",1119,"18:37",1119,1119
179,5,55550254,20160210,1099,"17:28",1099,"17:24",1099,"17:28",1099,1099
179,6,55550254,20160210,999,"17:28",999,"17:24",999,"17:28",999,999
183,6,18008990,20160210,999,"18:33",999,"18:33",999,"18:33",999,999
184,1,2091300,20160210,1119,"12:57",1119,"12:57",1119,"12:57",1119,1119
184,2,2091300,20160210,1029,"18:57",1029,"18:57",1029,"18:57",1029,1029
184,6,2091300,20160210,1039,"18:58",1039,"18:58",1039,"18:58",1039,1039
185,2,50509579,20160210,1019,"15:07",1019,"15:07",1019,"15:07",1019,1019
185,6,50509579,20160210,1009,"17:31",1009,"17:31",1009,"17:31",1009,1009
186,2,75198727,20160210,999,"19:43",999,"19:43",999,"19:43",999,999
186,6,75198727,20160210,989,"16:05",989,"16:05",989,"16:05",989,989
188,2,22314001,20160209,1029,"19:23",1029,"19:23",1029,"19:23",1029,1029
188,6,22314001,20160209,1019,"18:17",1019,"18:17",1019,"18:17",1019,1019
190,2,56772410,20160209,1029,"08:35",1029,"08:35",1029,"08:35",1029,1029
190,6,56772410,20160209,1019,"17:31",1019,"17:31",1019,"17:31",1019,1019
197,2,56001053,20160209,1039,"14:42",1039,"14:42",1039,"14:42",1039,1039
197,6,56001053,20160209,1029,"16:11",1029,"16:11",1029,"16:11",1029,1029
199,2,56772401,20160209,1039,"19:03",1039,"19:03",1039,"19:03",1039,1039
199,6,56772401,20160209,1029,"19:23",1029,"19:23",1029,"19:23",1029,1029
205,2,2089717,20160210,1039,"16:39",1039,"16:39",1039,"16:39",1039,1039
205,5,2089717,20160210,1119,"18:21",1119,"18:21",1119,"18:21",1119,1119
205,6,2089717,20160210,1029,"20:41",1029,"20:41",1029,"20:41",1029,1029
208,2,55551999,20160209,1019,"17:12",1019,"09:53",1019,"17:12",1019,1019
208,6,55551999,20160209,1009,"18:02",1009,"18:02",1009,"18:02",1009,1009
213,2,2089893,20160210,1019,"12:29",1019,"12:29",1019,"12:29",1019,1019
213,5,2089893,20160210,1109,"15:51",1109,"15:51",1109,"15:51",1109,1109
213,6,2089893,20160210,1019,"06:10",1019,"06:10",1019,"06:10",1019,1019
216,2,18004844,20160210,1019,"17:12",1019,"13:41",1019,"17:12",1019,1019
216,6,18004844,20160210,1019,"15:40",1019,"15:40",1019,"15:40",1019,1019
217,6,55550073,20160209,1019,"21:54",1019,"21:54",1019,"21:54",1019,1019
227,2,18004260,20160210,1029,"15:52",1029,"15:52",1029,"15:52",1029,1029
227,5,18004260,20160210,1099,"20:21",1099,"20:22",1099,"20:22",1099,1099
227,6,18004260,20160210,1029,"20:21",1029,"20:22",1029,"20:22",1029,1029
229,6,19101118,20160210,999,"16:34",999,"16:34",999,"16:34",999,999
231,2,7173001,20160210,1009,"15:38",1009,"15:38",1009,"15:38",1009,1009
231,5,7173001,20160210,1109,"14:10",1109,"14:10",1109,"14:10",1109,1109
231,6,7173001,20160210,1009,"18:07",1009,"18:07",1009,"18:07",1009,1009
235,2,2089544,20160210,1019,"17:24",1019,"14:40",1019,"17:24",1019,1019
235,6,2089544,20160210,1009,"10:50",1009,"10:50",1009,"10:50",1009,1009
238,2,7133001,20160210,1009,"17:46",1009,"17:46",1009,"17:46",1009,1009
238,6,7133001,20160210,999,"18:24",999,"18:24",999,"18:24",999,999
241,2,55550471,20160210,1019,"08:11",1019,"08:11",1019,"08:11",1019,1019
241,6,55550471,20160210,1019,"20:43",1019,"20:43",1019,"20:43",1019,1019
242,2,50502949,20160210,1019,"15:49",1019,"15:49",1019,"15:49",1019,1019
242,5,50502949,20160210,1119,"18:39",1119,"18:39",1119,"18:39",1119,1119
242,6,50502949,20160210,1019,"17:49",1019,"17:49",1019,"17:49",1019,1019
245,2,50509584,20160210,1019,"12:02",1019,"12:02",1019,"12:02",1019,1019
245,6,50509584,20160210,1019,"20:13",1019,"20:13",1019,"20:13",1019,1019
247,6,18008854,20160210,999,"18:29",999,"18:29",999,"18:29",999,999
250,2,56001034,20160209,1019,"07:07",1019,"07:07",1019,"07:07",1019,1019
250,5,56001034,20160209,1089,"09:09",1089,"09:09",1089,"09:09",1089,1089
250,6,56001034,20160209,999,"15:36",999,"15:36",999,"15:36",999,999
251,6,55550462,20160210,1009,"17:48",1009,"17:48",1009,"17:48",1009,1009
252,2,56001111,20160209,1019,"11:21",1019,"11:21",1019,"11:21",1019,1019
252,6,56001111,20160209,1019,"19:02",1019,"19:02",1019,"19:02",1019,1019
257,6,60383952,20160210,977,"15:44",977,"15:44",977,"15:44",977,977
260,6,55550064,20160210,999,"18:18",999,"18:18",999,"18:18",999,999
261,5,56772459,20160209,1089,"11:39",1089,"11:39",1089,"11:39",1089,1089
261,6,56772459,20160209,999,"21:40",999,"21:40",999,"21:40",999,999
265,6,2089612,20160210,1009,"19:09",1009,"19:09",1009,"19:09",1009,1009
269,6,22328001,20160209,999,"17:46",999,"17:46",999,"17:46",999,999
272,5,56772347,20160209,1099,"10:26",1099,"10:26",1099,"10:26",1099,1099
272,6,56772347,20160209,1009,"05:56",1019,"16:12",1019,"16:12",1019,1014
273,2,22330001,20160209,1009,"19:04",1009,"19:04",1009,"19:04",1009,1009
273,6,22330001,20160209,1009,"13:26",1019,"09:40",1009,"13:26",1019,1017
274,2,18006856,20160210,1029,"07:28",1029,"07:28",1029,"07:28",1029,1029
274,6,18006856,20160210,999,"14:40",999,"14:40",999,"14:40",999,999
277,2,19101406,20160210,1019,"12:50",1019,"12:50",1019,"12:50",1019,1019
277,6,19101406,20160210,999,"17:20",999,"17:20",999,"17:20",999,999
278,6,11163001,20160210,989,"13:36",989,"13:36",989,"13:36",989,989
279,2,55550087,20160210,1009,"17:14",1009,"17:14",1009,"17:14",1009,1009
279,6,55550087,20160210,1009,"20:34",1009,"15:14",1009,"20:34",1009,1009
282,2,11700322,20160210,1019,"09:37",1019,"09:37",1019,"09:37",1019,1019
282,6,11700322,20160210,1019,"13:02",1019,"13:02",1019,"13:02",1019,1019
285,2,56001022,20160209,1019,"13:14",1019,"13:14",1019,"13:14",1019,1019
285,5,56001022,20160209,1109,"10:21",1109,"10:21",1109,"10:21",1109,1109
285,6,56001022,20160209,1019,"15:55",1019,"15:55",1019,"15:55",1019,1019
287,2,55550176,20160210,999,"21:18",999,"21:18",999,"21:18",999,999
287,6,55550176,20160210,999,"19:05",999,"19:05",999,"19:05",999,999
288,2,11700832,20160210,999,"14:31",999,"14:31",999,"14:31",999,999
288,6,11700832,20160210,999,"17:13",999,"17:13",999,"17:13",999,999
290,1,56001437,20160209,1129,"00:32",1129,"00:32",1129,"00:32",1129,1129
290,2,56001437,20160209,1039,"23:47",1039,"23:47",1039,"23:47",1039,1039
290,5,56001437,20160209,1119,"20:23",1119,"20:23",1119,"20:23",1119,1119
290,6,56001437,20160209,1029,"23:47",1029,"23:47",1029,"23:47",1029,1029
291,2,9970305,20160210,1029,"07:01",1029,"07:01",1029,"07:01",1029,1029
291,6,9970305,20160210,1029,"10:18",1029,"10:18",1029,"10:18",1029,1029
296,1,2089310,20160210,1129,"11:21",1129,"11:21",1129,"11:21",1129,1129
296,2,2089310,20160210,1039,"11:42",1039,"08:58",1039,"11:42",1039,1039
296,5,2089310,20160210,1119,"17:19",1119,"17:19",1119,"17:19",1119,1119
296,6,2089310,20160210,1029,"19:42",1029,"19:42",1029,"19:42",1029,1029
298,6,55550105,20160209,1029,"16:27",1029,"21:00",1029,"21:00",1029,1029
301,2,10540001,20160210,1649,"14:57",1649,"14:57",1649,"14:57",1649,1649
307,1,56001087,20160209,1129,"11:25",1129,"11:25",1129,"11:25",1129,1129
307,2,56001087,20160209,1039,"17:34",1039,"17:34",1039,"17:34",1039,1039
307,5,56001087,20160209,1119,"15:29",1119,"15:29",1119,"15:29",1119,1119
307,6,56001087,20160209,1029,"20:32",1029,"20:32",1029,"20:32",1029,1029
309,2,56001371,20160209,1039,"21:43",1039,"21:43",1039,"21:43",1039,1039
309,5,56001371,20160209,1119,"12:51",1119,"12:51",1119,"12:51",1119,1119
309,6,56001371,20160209,1029,"21:47",1029,"21:47",1029,"21:47",1029,1029
310,1,55550025,20160210,1109,"00:09",1109,"00:09",1109,"00:09",1109,1109
310,2,55550025,20160209,1029,"11:30",1029,"11:30",1029,"11:30",1029,1029
310,6,55550025,20160209,1029,"22:58",1029,"22:58",1029,"22:58",1029,1029
311,2,72214001,20160210,1019,"16:10",1019,"16:10",1019,"16:10",1019,1019
311,6,72214001,20160210,999,"16:35",999,"16:35",999,"16:35",999,999
312,6,66082001,20160209,1029,"16:12",1029,"16:12",1029,"16:12",1029,1029
314,1,8366001,20160210,1159,"05:56",1159,"05:56",1159,"05:56",1159,1159
314,5,8366001,20160210,1159,"18:32",1159,"18:32",1159,"18:32",1159,1159
314,6,8366001,20160210,1019,"17:05",1019,"17:05",1019,"17:05",1019,1019
316,2,55551956,20160209,1019,"08:32",1019,"08:32",1019,"08:32",1019,1019
316,6,55551956,20160209,1009,"14:45",1009,"14:45",1009,"14:45",1009,1009
320,2,56772395,20160209,1019,"14:03",1019,"14:03",1019,"14:03",1019,1019
320,5,56772395,20160209,1159,"13:08",1159,"13:08",1159,"13:08",1159,1159
320,6,56772395,20160209,1019,"09:14",1019,"09:14",1019,"09:14",1019,1019
322,2,9949877,20160210,1039,"19:59",1039,"19:59",1039,"19:59",1039,1039
322,6,9949877,20160210,1039,"09:54",1039,"09:54",1039,"09:54",1039,1039
325,1,56001330,20160209,1109,"15:27",1109,"15:27",1109,"15:27",1109,1109
325,2,56001330,20160209,1019,"15:02",1019,"15:02",1019,"15:02",1019,1019
325,5,56001330,20160209,1109,"19:52",1109,"19:52",1109,"19:52",1109,1109
325,6,56001330,20160209,1019,"23:12",1019,"23:12",1019,"23:12",1019,1019
326,2,2090043,20160210,1019,"14:52",1019,"14:52",1019,"14:52",1019,1019
326,5,2090043,20160210,1109,"20:24",1109,"20:24",1109,"20:24",1109,1109
326,6,2090043,20160210,1019,"19:43",1019,"19:43",1019,"19:43",1019,1019
328,1,2089969,20160210,1119,"07:59",1119,"07:59",1119,"07:59",1119,1119
328,2,2089969,20160210,1029,"16:50",1029,"16:50",1029,"16:50",1029,1029
328,5,2089969,20160210,1119,"15:49",1119,"15:49",1119,"15:49",1119,1119
328,6,2089969,20160210,1029,"18:12",1029,"18:12",1029,"18:12",1029,1029
329,2,2089970,20160210,1029,"16:52",1029,"16:52",1029,"16:52",1029,1029
329,5,2089970,20160210,1119,"15:41",1119,"15:41",1119,"15:41",1119,1119
329,6,2089970,20160210,1029,"18:57",1029,"18:57",1029,"18:57",1029,1029
333,2,22300001,20160209,1019,"10:34",1019,"10:34",1019,"10:34",1019,1019
333,6,22300001,20160209,1019,"22:23",1019,"22:23",1019,"22:23",1019,1019
334,2,11699077,20160210,1019,"19:42",1019,"19:42",1019,"19:42",1019,1019
334,6,11699077,20160210,1019,"16:21",1019,"16:21",1019,"16:21",1019,1019
336,2,56772387,20160209,1019,"19:06",1019,"19:06",1019,"19:06",1019,1019
336,5,56772387,20160209,1159,"08:24",1159,"08:24",1159,"08:24",1159,1159
336,6,56772387,20160209,999,"20:01",999,"20:01",999,"20:01",999,999
338,2,7717001,20160210,999,"08:42",999,"08:42",999,"08:42",999,999
338,6,7717001,20160210,999,"18:30",999,"11:17",999,"18:30",999,999
339,2,55552417,20160210,1029,"16:00",1029,"16:00",1029,"16:00",1029,1029
339,6,55552417,20160210,1019,"16:49",1019,"16:49",1019,"16:49",1019,1019
343,2,56001800,20160209,1019,"11:05",1019,"11:05",1019,"11:05",1019,1019
343,5,56001800,20160209,1109,"12:51",1109,"12:51",1109,"12:51",1109,1109
343,6,56001800,20160209,1019,"21:48",1019,"21:48",1019,"21:48",1019,1019
345,2,55552341,20160210,1019,"11:36",1019,"11:36",1019,"11:36",1019,1019
345,6,55552341,20160210,1019,"18:05",1019,"18:05",1019,"18:05",1019,1019
347,2,8530001,20160210,1039,"20:23",1039,"20:23",1039,"20:23",1039,1039
347,5,8530001,20160210,1159,"19:15",1159,"19:15",1159,"19:15",1159,1159
347,6,8530001,20160210,1019,"21:25",1019,"21:25",1019,"21:25",1019,1019
351,2,56001587,20160209,999,"17:56",999,"19:34",999,"19:34",999,999
351,6,56001587,20160209,999,"18:29",999,"18:29",999,"18:29",999,999
353,5,56001171,20160209,1109,"19:36",1109,"19:36",1109,"19:36",1109,1109
353,6,56001171,20160209,1019,"21:08",1019,"21:08",1019,"21:08",1019,1019
368,6,11700615,20160210,977,"17:21",977,"17:21",977,"17:21",977,977
370,5,11700444,20160209,1099,"21:46",1099,"21:46",1099,"21:46",1099,1099
370,6,11700444,20160209,999,"17:37",999,"17:37",999,"17:37",999,999
371,6,10600304,20160210,977,"15:10",977,"15:10",977,"15:10",977,977
372,6,56001613,20160209,1019,"16:53",1019,"16:53",1019,"16:53",1019,1019
373,6,75198745,20160210,977,"18:58",977,"18:58",977,"18:58",977,977
377,2,56772351,20160209,1039,"19:29",1039,"09:34",1039,"19:29",1039,1039
377,6,56772351,20160209,1019,"19:29",1019,"19:29",1019,"19:29",1019,1019
384,6,6390001,20160210,1009,"15:53",1019,"07:33",1009,"15:53",1019,1016
385,2,65016001,20160209,1029,"12:25",1029,"12:25",1029,"12:25",1029,1029
385,6,65016001,20160209,1019,"18:39",1019,"18:39",1019,"18:39",1019,1019
388,2,55550468,20160210,1029,"12:21",1029,"14:18",1029,"14:18",1029,1029
388,6,55550468,20160210,1029,"17:15",1029,"17:15",1029,"17:15",1029,1029
390,2,18008804,20160210,1029,"12:09",1029,"12:09",1029,"12:09",1029,1029
390,6,18008804,20160210,999,"15:21",999,"15:21",999,"15:21",999,999
392,6,10046001,20160210,999,"22:06",999,"22:06",999,"22:06",999,999
395,2,87174001,20160210,1049,"18:08",1049,"18:08",1049,"18:08",1049,1049
395,6,87174001,20160210,1009,"16:49",1009,"16:49",1009,"16:49",1009,1009
397,2,18008802,20160210,1029,"18:58",1029,"18:58",1029,"18:58",1029,1029
397,5,18008802,20160210,1109,"18:07",1109,"21:50",1109,"21:50",1109,1109
397,6,18008802,20160210,999,"18:07",999,"21:50",999,"21:50",999,999
